chromosome,chromStart,chromEnd,strand,symbol,GeneID,feature_interval_length
chr11,32283672,32284486,+,Hba-a1,15122,815
chr11,32286964,32287912,+,Hbq1b,544763,949
chr11,32296492,32297310,+,Hba-a2,110257,819
chr11,32300069,32300873,+,Hbq1a,216635,805
chr11,32347773,32428189,+,Sh3pxd2b,268396,80417
chr11,32455370,32518709,+,Ubtd2,327900,63340
chr11,32522733,32533240,-,Efcab9,69306,10508
chr11,32533266,32624595,+,Stk10,20868,91330
chr11,32642555,32746816,+,Fbxw11,103583,104262
chr11,32820376,32824594,-,Smim23,69351,4219
chr11,33116970,33147400,-,Fgf18,14172,30431
chr11,33152498,33164142,-,Npm1,18148,11645
chr11,33200752,33203588,-,Tlx3,27140,2837
chr11,33211794,33513784,-,Ranbp17,66011,301991
chr11,33550781,33578978,-,Gabrp,216643,28198
chr11,33629339,33993348,-,Kcnip1,70357,364010
chr11,33962955,33973641,+,Kcnmb1,16533,10687
chr11,34046928,34092281,+,Lcp2,16822,45354
chr11,34204341,34208089,-,Foxi1,14233,3749
chr11,34226815,34783905,-,Dock2,94176,557091
chr11,34314822,34422642,+,Insyn2b,574403,107821
chr11,34809185,34833665,-,Spdl1,70385,24481
chr11,35121456,35708507,+,Slit3,20564,587052
chr11,35769495,35791285,+,Pank3,211347,21791
chr11,35797380,35798884,-,Fbll1,237730,1505
chr11,35808381,35834528,-,Rars,104458,26148
chr11,35838399,35980527,-,Wwc1,211652,142129
chr11,36006656,37237053,-,Tenm2,23964,1230398
chr11,40679314,40695203,-,Mat2b,108645,15890
chr11,40701388,40733464,-,Hmmr,15366,32077
chr11,40733645,40740046,+,Nudcd2,52653,6402
chr11,40748552,40755309,-,Ccng1,12450,6758
chr11,41910190,42000857,-,Gabrg2,14406,90668
chr11,42130939,42183066,-,Gabra1,14394,52128
chr11,42306437,42321072,-,Gabra6,14399,14636
chr11,42419515,42632591,+,Gabrb2,14401,213077
chr11,43012164,43262285,+,Atp10b,319767,250122
chr11,43420244,43427463,-,Pttg1,30939,7220
chr11,43433726,43447982,+,Slu7,193116,14257
chr11,43474306,43491525,+,C1qtnf2,69183,17220
chr11,43528749,43586999,+,Ccnjl,380694,58251
chr11,43596040,43601562,-,Fabp6,16204,5523
chr11,43681125,43722633,+,Pwwp2a,70802,41509
chr11,43730006,43748008,-,Ttc1,66827,18003
chr11,43774605,43901250,-,Adra1b,11548,126646
chr11,44400063,44414677,+,Il12b,16160,14615
chr11,44454571,44470713,-,Ublcp1,79560,16143
chr11,44518793,44565520,+,Rnf145,74315,46728
chr11,44618100,45008096,+,Ebf1,13591,389997
chr11,45851944,45910625,+,Clint1,216705,58682
chr11,45928266,45944996,-,Lsm11,72290,16731
chr11,45945305,45955503,-,Thg1l,66628,10199
chr11,45979069,46017992,+,Sox30,214105,38924
chr11,46054502,46147347,+,Adam19,11492,92846
chr11,46148155,46166359,-,Nipal4,214112,18205
chr11,46193849,46312859,-,Cyfip2,76884,119011
chr11,46235557,46239871,+,Fndc9,320116,4315
chr11,46325148,46389515,-,Itk,16428,64368
chr11,46404728,46407985,+,Fam71b,432552,3258
chr11,46436936,46442721,+,Med7,66213,5786
chr11,46454931,46481255,+,Havcr2,171285,26325
chr11,46524251,46538156,+,Gm12169,210535,13906
chr11,46548413,46556068,+,Gm12171,675689,7656
chr11,46571513,46589232,+,BC053393,407814,17720
chr11,46607010,46629274,-,Dppa1,347708,22265
chr11,46668960,46707107,-,Timd2,171284,38148
chr11,46739822,46779578,+,Havcr1,171283,39757
chr11,46810786,46844333,+,Timd4,276891,33548
chr11,46971077,47989451,-,Sgcd,24052,1018375
chr11,48800360,48806241,+,Rack1,14694,5882
chr11,48806403,48818199,-,Trim41,211007,11797
chr11,48826138,48851192,+,Trim7,94089,25055
chr11,48865245,48871420,-,Irgm1,15944,6176
chr11,48887422,48902152,-,Gm5431,432555,14731
chr11,48904656,48927182,-,Gm12185,620913,22527
chr11,48945345,48946410,-,Psme2b,621823,1066
chr11,48946150,48979381,-,9930111J21Rik1,667214,33232
chr11,48985329,48992246,-,Tgtp1,21822,6918
chr11,49037660,49051242,-,9930111J21Rik2,245240,13583
chr11,49057196,49064212,-,Tgtp2,100039796,7017
chr11,49076587,49096987,+,Ifi47,15953,20401
chr11,49112777,49113757,-,Olfr1396,258334,981
chr11,49134173,49135387,+,Olfr56,18356,1215
chr11,49148259,49149212,+,Olfr1395,258877,954
chr11,49160016,49160954,+,Olfr1394,258273,939
chr11,49168325,49187089,-,Btnl9,237754,18765
chr11,49203261,49218816,+,Zfp62,22720,15556
chr11,49244191,49263027,+,Mgat1,17308,18837
chr11,49263873,49292359,+,Olfr1393,258463,28487
chr11,49293297,49294322,+,Olfr1392,258462,1026
chr11,49317548,49318483,+,Olfr10,18307,936
chr11,49327413,49328348,+,Olfr1391,258460,936
chr11,49340534,49341469,+,Olfr1390,259068,936
chr11,49430427,49431499,+,Olfr1389,259069,1073
chr11,49443853,49444788,+,Olfr1388,258459,936
chr11,49459681,49460616,+,Olfr1387,258465,936
chr11,49470054,49471181,+,Olfr1386,257888,1128
chr11,49494535,49495464,+,Olfr1385,258027,930
chr11,49513618,49514651,+,Olfr1384,258464,1034
chr11,49523725,49524660,+,Olfr1383,404337,936
chr11,49535187,49536122,+,Olfr1382,257971,936
chr11,49551749,49552684,+,Olfr1381,258461,936
chr11,49563923,49564858,+,Olfr1380,404336,936
chr11,49586640,49590246,-,1700024J04Rik,105244158,3607
chr11,49609679,49652739,+,Flt4,14257,43061
chr11,49663595,49665118,+,Scgb3a1,68662,1524
chr11,49671497,49713401,-,Cnot6,104625,41905
chr11,49794155,49838620,+,Gfpt2,14584,44466
chr11,49846728,49886421,+,Mapk9,26420,39694
chr11,49901169,49980223,+,Rasgef1c,74563,79055
chr11,50025331,50125719,+,Rnf130,59044,100389
chr11,50131059,50172785,+,Tbc1d9b,76795,41727
chr11,50174851,50200116,+,Mrnip,68067,25266
chr11,50200152,50210820,-,Sqstm1,18412,10669
chr11,50225335,50235103,+,Mgat4b,103534,9769
chr11,50236461,50238532,-,Ltc4s,17001,2072
chr11,50255634,50293131,-,Maml1,103806,37498
chr11,50293957,50325673,-,Canx,12330,31717
chr11,50375257,50386528,+,Hnrnph1,59013,11272
chr11,50389286,50431274,-,Rufy1,216724,41989
chr11,50602085,50807573,+,Adamts2,216725,205489
chr11,50811085,50827731,-,Zfp354c,30944,16647
chr11,50828994,50841587,-,Zfp879,214779,12594
chr11,50850369,50866208,+,Grm6,108072,15840
chr11,50872718,50887648,-,Zfp454,237758,14931
chr11,50897265,50916216,-,Zfp2,22678,18952
chr11,50921786,50931661,-,Zfp354b,27274,9876
chr11,50950806,50953757,-,Prop1,19127,2952
chr11,50969020,50969967,+,Olfr1378,258912,948
chr11,50984703,50985626,+,Olfr1377,258913,924
chr11,51006974,51007897,+,Olfr51,18351,924
chr11,51027004,51027945,+,Olfr54,18354,942
chr11,51048109,51049050,+,Olfr1375,258509,942
chr11,51059225,51072799,+,Zfp354a,21408,13575
chr11,51220473,51239161,+,Gm12569,622699,18689
chr11,51253645,51263662,-,BC049762,193286,10018
chr11,51263114,51281770,+,Clk4,12750,18657
chr11,51289679,51583925,+,Col23a1,237759,294247
chr11,51584654,51603269,+,Phykpl,72947,18616
chr11,51600100,51606881,-,Hnrnpab,15384,6782
chr11,51619773,51623718,+,Nhp2,52530,3946
chr11,51623673,51635896,-,Rmnd5b,66089,12224
chr11,51643081,51651073,-,N4bp3,212706,7993
chr11,51685380,51689104,-,0610009B22Rik,66050,3725
chr11,51692263,51757161,-,Sec24a,77371,64899
chr11,51763663,51791953,+,Sar1b,66397,28291
chr11,51813448,51859011,-,Jade2,76901,45564
chr11,51967631,51977336,+,Cdkn2aipnl,52626,9706
chr11,51985138,52004145,-,Ube2b,22210,19008
chr11,52000842,52089778,+,Cdkl3,213084,88937
chr11,52098824,52122749,+,Ppp2ca,19052,23926
chr11,52144593,52149130,-,Olfr1373,211472,4538
chr11,52213052,52213987,-,Olfr1371,276865,936
chr11,52230522,52246858,+,Skp1a,21402,16337
chr11,52246527,52283383,-,Tcf7,21414,36857
chr11,52360851,52389397,+,Vdac1,22333,28547
chr11,52396428,52408723,+,9530068E07Rik,213673,12296
chr11,52764489,53192450,+,Fstl4,320027,427962
chr11,53259814,53300479,-,Hspa4,15525,40666
chr11,53324689,53333301,+,Zcchc10,67966,8613
chr11,53350640,53421830,+,Aff4,93736,71191
chr11,53422181,53423136,-,Leap2,259301,956
chr11,53427922,53430831,-,Uqcrq,22272,2910
chr11,53430774,53437904,+,Gdf9,14566,7131
chr11,53457093,53467766,+,Shroom1,71774,10674
chr11,53476578,53480195,-,Sowaha,237761,3618
chr11,53519397,53549605,+,Sept8,20362,30209
chr11,53565701,53604248,+,Kif3a,16568,38548
chr11,53612460,53618665,-,Il4,16189,6206
chr11,53631323,53634702,-,Il13,16163,3380
chr11,53649519,53707319,-,Rad50,19360,57801
chr11,53720794,53725103,+,Il5,16191,4310
chr11,53769854,53778374,+,Irf1,16362,8521
chr11,53864542,53891796,-,Slc22a5,20520,27255
chr11,53949954,53980333,-,Slc22a21,56517,30380
chr11,53983115,54030040,-,Slc22a4,30805,46926
chr11,54054928,54069032,-,Pdlim4,30794,14105
chr11,54100924,54131668,+,P4ha2,18452,30745
chr11,54247270,54249899,-,Csf2,12981,2630
chr11,54265085,54267279,-,Il3,16187,2195
chr11,54303805,54364756,+,Acsl6,216739,60952
chr11,54370652,54426790,+,Meikin,74847,56139
chr11,54438107,54518241,+,Fnip1,216742,80135
chr11,54522809,54699286,+,Rapgef6,192786,176478
chr11,54717415,54787703,-,Cdc42se2,72729,70289
chr11,54826866,54860921,-,Lyrm7,75530,34056
chr11,54866383,54870506,+,Hint1,15254,4124
chr11,54902854,54910387,+,Gpx3,14778,7534
chr11,54910787,54962956,-,Tnip1,57783,52170
chr11,54978953,55033471,-,Anxa6,11749,54519
chr11,55049733,55078666,-,Ccdc69,52570,28934
chr11,55097985,55113029,+,Gm2a,14667,15045
chr11,55124815,55151722,-,Slc36a3,215332,26908
chr11,55158468,55185099,-,Slc36a2,246049,26632
chr11,55204322,55236330,+,Slc36a1,215335,32009
chr11,55250609,55337505,-,Fat2,245827,86897
chr11,55394159,55420080,-,Sparc,20692,25922
chr11,55446637,55461208,-,Atox1,11927,14572
chr11,55469657,55500888,+,G3bp1,27041,31232
chr11,55514239,55608198,-,Glra1,14654,93960
chr11,56024990,56040987,-,Nmur2,216749,15998
chr11,57011571,57330244,+,Gria1,14799,318674
chr11,57482990,57518656,-,Fam114a2,67726,35667
chr11,57518652,57533817,+,Mfap3,216760,15166
chr11,57645442,57787514,+,Galnt10,171212,142073
chr11,57801637,57810615,+,Sap30l,50724,8979
chr11,57828713,57832147,-,Hand1,15110,3435
chr11,57973418,58062034,+,Larp1,73158,88617
chr11,58063682,58093196,-,Gm12248,676527,29515
chr11,58092794,58118597,+,Cnot8,69125,25804
chr11,58120001,58168554,-,Gemin5,216766,48554
chr11,58170043,58179580,+,Mrpl22,216767,9538
chr11,58183843,58190198,+,Gm12250,631323,6356
chr11,58199556,58207592,+,Igtp,16145,8037
chr11,58214977,58222783,+,Irgm2,54396,7807
chr11,58274758,58294290,+,4930438A08Rik,73988,19533
chr11,58307057,58315145,+,Zfp692,103836,8089
chr11,58315114,58330368,-,Zfp672,319475,15255
chr11,58330707,58347728,+,Sh3bp5l,79566,17022
chr11,58379032,58390541,+,Lypd8,70163,11510
chr11,58421111,58426023,+,1810065E05Rik,69864,4913
chr11,58432559,58441622,+,Gm12253,624860,9064
chr11,58446143,58452966,-,Lypd9,403200,6824
chr11,58454915,58455980,-,Olfr30,18329,1066
chr11,58489719,58492499,-,Olfr332,257932,2781
chr11,58501598,58502572,-,Olfr331,100502887,975
chr11,58528929,58534825,-,Olfr330,258879,5897
chr11,58542447,58543483,-,Olfr329-ps,259148,1037
chr11,58551305,58552237,-,Olfr328,258495,933
chr11,58565856,58570568,-,Olfr224,258198,4713
chr11,58580837,58581877,+,Olfr325,258261,1041
chr11,58597345,58598466,+,Olfr324,257892,1122
chr11,58608204,58613492,-,2210407C18Rik,78354,5289
chr11,58625073,58626044,-,Olfr323,258373,972
chr11,58640465,58652404,+,Trim58,216781,11940
chr11,58665561,58666544,+,Olfr322,404346,984
chr11,58683875,58684795,+,Olfr320,216783,921
chr11,58701703,58702623,+,Olfr319,258493,921
chr11,58720069,58721094,-,Olfr318,258494,1026
chr11,58732096,58733223,-,Olfr317,257931,1128
chr11,58751530,58759466,+,Olfr316,258064,7937
chr11,58778089,58779086,+,Olfr315,258531,998
chr11,58783892,58802221,-,Fam183b,75429,18330
chr11,58786139,58787269,+,Olfr314,257917,1131
chr11,58816928,58818001,+,Olfr313,258529,1074
chr11,58831156,58832082,+,Olfr312,258065,927
chr11,58841116,58842042,+,Olfr311,258530,927
chr11,58847119,58861957,+,Gm12258,108167848,14839
chr11,58860484,58884529,+,2810021J22Rik,69944,24046
chr11,58888153,58904225,-,Zfp39,22698,16073
chr11,58917877,58926965,+,Btnl10,192194,9089
chr11,58932288,58938906,-,Rnf187,108660,6619
chr11,58948911,58949372,+,H2bu2,78303,462
chr11,58954671,58973075,+,Trim17,56631,18405
chr11,58954685,58955192,+,H2aw,319162,508
chr11,58961711,58962273,+,H3f4,382523,563
chr11,58973726,58991462,+,Trim11,94091,17737
chr11,58994256,59136375,-,Obscn,380698,142120
chr11,59155368,59164567,-,Iba57,216792,9200
chr11,59175564,59183213,-,Gjc2,118454,7650
chr11,59183855,59192207,-,Guk1,14923,8353
chr11,59202486,59206138,+,Mrpl55,67212,3653
chr11,59208361,59210736,+,2310033P09Rik,67862,2376
chr11,59211412,59228267,-,Arf1,11840,16856
chr11,59248036,59290751,-,Wnt3a,22416,42716
chr11,59306849,59333552,+,Wnt9a,216795,26704
chr11,59371426,59375653,-,Prss38,216797,4228
chr11,59407141,59450041,-,Snap47,67826,42901
chr11,59450032,59462971,+,Jmjd4,194952,12940
chr11,59461197,59472527,-,Zfp867,237775,11331
chr11,59485520,59506640,-,Zkscan17,268417,21121
chr11,59541569,59566955,+,Nlrp3,216799,25387
chr11,59570782,59571738,-,Olfr222,257962,957
chr11,59589128,59590087,-,Olfr223,258421,960
chr11,59612966,59614225,+,Olfr225,257886,1260
chr11,59662470,59780862,+,Mprip,26936,118393
chr11,59783893,59787657,-,Pld6,194908,3765
chr11,59791408,59810039,-,Flcn,216805,18632
chr11,59817795,59848245,-,Cops3,26572,30451
chr11,59847947,59876533,+,Nt5m,103850,28587
chr11,59948214,59963306,+,Med9,192191,15093
chr11,59963181,59964944,-,Rasd1,19416,1764
chr11,59970614,60046561,-,Pemt,18618,75948
chr11,60104917,60199197,+,Rai1,19377,94281
chr11,60114912,60115773,-,LOC115487778,115487778,862
chr11,60199084,60224186,-,Srebf1,20787,25103
chr11,60226714,60352932,-,Tom1l2,216810,126219
chr11,60352881,60394342,+,Drc3,74665,41462
chr11,60400624,60420479,-,Atpaf2,246782,19856
chr11,60417145,60445277,+,Gid4,66771,28133
chr11,60454587,60468754,+,Drg2,13495,14168
chr11,60469339,60528369,+,Myo15,17910,59031
chr11,60537683,60558512,+,Alkbh5,268420,20830
chr11,60699670,60714188,+,Llgl1,16897,14519
chr11,60714143,60727263,-,Flii,14248,13121
chr11,60728398,60732951,+,Mief2,237781,4554
chr11,60738209,60777365,-,Top3a,21975,39157
chr11,60777525,60788287,+,Smcr8,237782,10763
chr11,60788897,60811265,-,Shmt1,20425,22369
chr11,60830631,60858423,+,Dhrs7b,216820,27793
chr11,60864452,60879038,-,Tmem11,216821,14587
chr11,60902246,60913792,-,Natd1,24083,11547
chr11,60932054,60952811,+,Map2k3,26397,20758
chr11,61022564,61073269,+,Kcnj12,16515,50706
chr11,61126283,61153170,+,Tnfrsf13b,57916,26888
chr11,61151781,61175059,-,Usp22,216825,23279
chr11,61208510,61218418,+,Aldh3a1,11670,9909
chr11,61223417,61267528,-,Aldh3a2,11671,44112
chr11,61301627,61342860,-,Slc47a2,380701,41234
chr11,61343400,61378842,-,Slc47a1,67473,35443
chr11,61448417,61454188,-,Rnf112,22671,5772
chr11,61485431,61488708,+,Mfap4,76293,3278
chr11,61488812,61494267,-,Mapk7,23939,5456
chr11,61505144,61512931,+,B9d1,27078,7788
chr11,61515883,61579717,-,Epn2,13855,63835
chr11,61653321,61672777,+,Grap,71520,19457
chr11,61672782,61720817,-,Slc5a10,109342,48036
chr11,61684058,61709950,+,Fam83g,69640,25893
chr11,61729650,61762098,-,Prpsap2,212627,32449
chr11,61775598,61855334,-,Ulk2,29869,79737
chr11,61865203,61930308,-,Akap10,56697,65106
chr11,61956763,62223013,+,Specc1,432572,266251
chr11,62248984,62266452,+,Adora2b,11541,17469
chr11,62267224,62281395,-,Zswim7,69747,14172
chr11,62281429,62331879,+,Ttc19,72795,50451
chr11,62315663,62457414,-,Ncor1,20185,141752
chr11,62458441,62516037,+,Pigl,327942,57597
chr11,62524944,62539869,-,Cenpv,73139,14926
chr11,62551171,62553213,+,Ubb,22187,2043
chr11,62574486,62600305,+,Trpv2,22368,25820
chr11,62604884,62648523,-,Lrrc75a,192976,43640
chr11,62648180,62666359,+,Mmgt2,216829,18180
chr11,62692444,62731912,-,Zfp287,170740,39469
chr11,62751951,62789506,-,Zfp286,192651,37556
chr11,62820198,62842948,+,Trim16,94092,22751
chr11,62847067,62877464,+,Fbxw10,213980,30398
chr11,62879455,62895186,+,Tvp23b,67510,15732
chr11,62951193,62993095,+,Cdrt4,66338,41903
chr11,63061659,63094960,+,Tekt3,71062,33302
chr11,63128982,63159547,+,Pmp22,18858,30566
chr11,63619201,63644382,+,Gm29958,102631681,25182
chr11,63884693,63922284,-,Hs3st3b1,54710,37592
chr11,63962627,64079472,-,Cox10,70383,116846
chr11,64435332,64522835,+,Hs3st3a1,15478,87504
chr11,64979030,65002080,+,Elac2,68626,23051
chr11,65002039,65162972,-,Arhgap44,216831,160934
chr11,65173608,65269989,-,Myocd,214384,96382
chr11,65688244,65788359,-,Map2k4,26398,100116
chr11,65807154,65829239,+,Zkscan6,52712,22086
chr11,65831324,66168581,-,Dnah9,237806,337258
chr11,66211725,66527984,-,Shisa6,380702,316260
chr11,66911905,66929877,+,Pirt,193003,17973
chr11,67025154,67035312,+,Tmem220,338369,10159
chr11,67037880,67052631,-,Adprm,66358,14752
chr11,67052600,67067444,+,Sco1,52892,14845
chr11,67078273,67102291,+,Myh3,17883,24019
chr11,67171027,67197517,+,Myh2,17882,26491
chr11,67200102,67224577,+,Myh1,17879,24476
chr11,67237812,67260447,+,Myh4,17884,22636
chr11,67277124,67308634,+,Myh8,17885,31511
chr11,67327103,67371587,+,Myh13,544791,44485
chr11,67453257,67688992,+,Gas7,14457,235736
chr11,67664156,67771184,-,Glp2r,93896,107029
chr11,67695326,67703355,+,Rcvrn,19674,8030
chr11,67774608,67789898,+,Gsg1l2,544792,15291
chr11,67798271,67816002,+,Dhrs7c,68460,17732
chr11,67854523,67922153,-,Usp43,216835,67631
chr11,67924806,67965669,-,Cfap52,71860,40864
chr11,67966411,68207148,+,Stx8,55943,240738
chr11,68209364,68386826,-,Ntn1,18208,177463
chr11,68432125,68497849,+,Pik3r5,320207,65725
chr11,68503019,68552698,+,Pik3r6,104709,49680
chr11,68556186,68558245,+,Mfsd6l,215723,2060
chr11,68587037,68597951,+,Ccdc42,276920,10915
chr11,68691915,68816626,+,Myh10,77579,124712
chr11,68821434,68853146,-,Ndel1,83431,31713
chr11,68882121,68895779,+,Rnf222,320040,13659
chr11,68901566,68904534,+,Rpl26,19941,2969
chr11,68921835,68927081,-,Odf4,252868,5247
chr11,68928900,68956934,-,Arhgef15,442801,28035
chr11,68968096,68972516,+,Slc25a35,71998,4421
chr11,68972484,68975185,-,Rangrf,57785,2702
chr11,68985701,69008460,-,Pfas,237823,22760
chr11,69015188,69036473,+,Ctc1,68964,21286
chr11,69045624,69051664,+,Aurkb,20877,6041
chr11,69059775,69061576,+,Borcs6,71923,1802
chr11,69070809,69073293,+,Tmem107,66910,2485
chr11,69088528,69092381,+,Vamp2,22318,3854
chr11,69095108,69109965,+,Per1,18626,14858
chr11,69118906,69124054,+,Hes7,84653,5149
chr11,69125417,69149115,+,Aloxe3,23801,23699
chr11,69157072,69169791,+,Alox12b,11686,12720
chr11,69183885,69197843,-,Alox8,11688,13959
chr11,69218117,69237279,-,Gucy2e,14919,19163
chr11,69297909,69323898,-,Cntrob,216846,25990
chr11,69323986,69325793,+,Trappc1,245828,1808
chr11,69326258,69333041,+,Kcnab3,16499,6784
chr11,69343273,69369499,-,Chd3,216848,26227
chr11,69390930,69395727,-,Cyb5d1,327951,4798
chr11,69395791,69396671,+,Naa38,78304,881
chr11,69396516,69398234,-,Tmem88,67020,1719
chr11,69398508,69420367,-,Kdm6b,216850,21860
chr11,69420807,69549108,-,Dnah2,327954,128302
chr11,69554092,69561150,-,Efnb3,13643,7059
chr11,69561754,69580250,-,Wrap53,216853,18497
chr11,69580348,69591873,+,Trp53,22059,11526
chr11,69599728,69605978,-,Atp1b2,11932,6251
chr11,69610282,69618026,-,Shbg,20415,7745
chr11,69621996,69624032,+,Sat2,69215,2037
chr11,69632971,69653297,+,Fxr2,23879,20327
chr11,69655037,69656727,+,Sox15,20670,1691
chr11,69656697,69662649,-,Mpdu1,24070,5953
chr11,69664213,69666170,-,Cd68,12514,1958
chr11,69666936,69672423,-,Eif4a1,13681,5488
chr11,69673110,69682084,-,Senp3,80886,8975
chr11,69682577,69696098,-,Tnfsfm13,619441,13522
chr11,69682577,69685554,-,Tnfsf13,69583,2978
chr11,69686240,69696098,-,Tnfsf12,21944,9859
chr11,69733997,69758633,-,Polr2a,20020,24637
chr11,69759884,69761844,-,Slc35g3,56293,1961
chr11,69765912,69784026,+,Zbtb4,75580,18115
chr11,69784036,69795966,-,Chrnb1,11443,11931
chr11,69796068,69802944,-,Fgf11,14166,6877
chr11,69803595,69805624,-,Tmem102,380705,2030
chr11,69810889,69815381,-,Gm39566,105243794,4493
chr11,69816560,69818487,-,Spem2,108803,1928
chr11,69820871,69822165,-,Spem1,74288,1295
chr11,69823123,69837784,-,Nlgn2,216856,14662
chr11,69838525,69839558,+,Tmem256,69186,1034
chr11,69846372,69852058,+,Plscr3,70310,5687
chr11,69850563,69858730,-,Tnk1,83813,8168
chr11,69876054,69878171,-,Tmem95,100503361,2118
chr11,69878264,69880985,-,Kctd11,216858,2722
chr11,69881566,69895568,-,Acap1,216859,14003
chr11,69897352,69901039,-,2810408A11Rik,70419,3688
chr11,69901727,69913824,+,Neurl4,216860,12098
chr11,69913980,69917056,+,Gps2,56310,3077
chr11,69916712,69921958,-,Eif5a,276770,5247
chr11,69935805,69941604,+,Ybx2,53422,5800
chr11,69942286,69948216,-,Slc2a4,20528,5931
chr11,69964779,69967886,+,Cldn7,53624,3108
chr11,69968224,69981447,-,Elp5,54351,13224
chr11,69981168,69990601,+,Ctdnep1,67181,9434
chr11,69991370,69994949,+,Gabarap,56486,3580
chr11,69995766,70000011,+,Phf23,78246,4246
chr11,70000592,70010109,+,Dvl2,13543,9518
chr11,70010183,70015428,-,Acadvl,11370,5246
chr11,70017203,70045535,+,Dlg4,13385,28333
chr11,70048909,70057895,+,Asgr1,11889,8987
chr11,70092644,70106187,+,Asgr2,11890,13544
chr11,70130125,70137542,+,Mgl2,216864,7418
chr11,70166623,70170836,+,Clec10a,17312,4214
chr11,70213695,70216414,+,Slc16a11,216867,2720
chr11,70216789,70222740,-,Slc16a13,69309,5952
chr11,70224127,70229798,-,Bcl6b,12029,5672
chr11,70235204,70237923,-,0610010K14Rik,104457,2720
